student_id,first_name,last_name,school_id,cohort_year
100271,Chris,Johnson,SCH004,2022
100272,David,Davis,SCH004,2023
100273,Sarah,Wilson,SCH001,2022
100274,Michael,Garcia,SCH005,2021
100275,Taylor,Smith,SCH001,2023
100276,Maria,Wilson,SCH002,2022
100277,James,Davis,SCH005,2022
100278,Taylor,Brown,SCH004,2021
100279,Taylor,Brown,SCH002,2021
100280,Sarah,Anderson,,2021
100281,Sarah,Brown,SCH003,2021
100282,James,Garcia,SCH002,2021
100283,Michael,davis  ,SCH003,2021
100284,David,Taylor,SCH005,2023
100285,David,Davis,SCH004,2023
100286,Taylor,Moore,SCH001,2022
100287,Chris,Johnson,SCH005,2021
100288,Daniel,Anderson,SCH001,2023
100289,Sarah,Davis,SCH002,2021
100290,Emily,Miller,SCH001,2021
100291,Emily,Garcia,SCH003,2023
100292,Chris,Smith,SCH005,2022
100293,Sarah,Wilson,SCH004,2023
100294,Michael,Wilson,SCH002,2021
100295,Emily,Anderson,SCH004,2023
100296,James,Wilson,SCH002,2022
100297,Emily,Miller,SCH001,2022
100298,Sarah,Wilson,SCH001,2022
100299,James,Wilson,SCH003,2023
100300,James,Wilson,SCH003,2023
100301,Emily,Davis,SCH003,2022
100302,Michael,Smith,,2022
100303,James,Anderson,SCH001,2022
100304,Taylor,Anderson,SCH003,2021
100305,Sarah,Taylor,SCH005,2023
100306,James,Wilson,SCH003,2022
100307,Michael,Anderson,SCH001,2023
100308,  JAMES ,Wilson,SCH002,2022
100309,David,Smith,SCH004,2021
100310,David,Miller,SCH005,2022
100311,Ashley,Brown,SCH004,2023
100312,Taylor,Brown,SCH005,2022
100313,Daniel,Wilson,SCH001,2023
100314,Sarah,Davis,SCH002,2021
100315,Taylor,Moore,SCH004,2021
100316,Emily,Johnson,SCH002,2023
100317,Ashley,Brown,SCH001,2022
100318,  SARAH ,Taylor,SCH001,2021
100319,Daniel,Anderson,SCH004,2021
100320,Michael,Brown,SCH001,2021
100321,Emily,Smith,SCH003,2022
100322,Daniel,Johnson,SCH003,2022
100323,Maria,Anderson,SCH001,2021
100324,Ashley,Taylor,SCH005,2022
100325,  ASHLEY ,Davis,SCH004,2022
100326,Chris,Anderson,SCH002,2022
100327,Chris,Taylor,SCH003,2021
100328,Maria,Taylor,SCH002,2023
100329,Ashley,Anderson,SCH003,2022
100330,Daniel,Taylor,SCH003,2021
100331,David,Brown,SCH003,2021
100332,Emily,Wilson,SCH001,2022
100333,James,Johnson,SCH005,2021
100334,Ashley,Anderson,SCH005,2023
100335,Taylor,Miller,SCH001,2022
100336,Maria,Moore,SCH004,2023
100337,Daniel,Johnson,SCH002,2021
100338,Maria,Brown,SCH004,2023
100339,David,Johnson,SCH004,2021
100340,Sarah,Garcia,SCH005,2021
100341,Emily,Wilson,SCH003,2021
100342,Daniel,Anderson,SCH005,2021
100343,Ashley,Brown,SCH001,2023
100344,Daniel,Moore,SCH005,2023
100345,Sarah,Miller,SCH005,2022
100346,Chris,Anderson,SCH002,2021
100347,James,miller  ,SCH004,2021
100348,Ashley,Smith,SCH002,2023
100349,Ashley,Johnson,SCH003,2023
100350,James,Johnson,SCH003,2023
100351,Maria,Wilson,SCH002,2021
100352,James,Moore,SCH002,2021
100353,Taylor,Anderson,SCH003,2021
100354,Maria,moore  ,,2021
100355,James,Smith,SCH002,2021
100356,Daniel,Garcia,SCH002,2023
100357,Daniel,Garcia,SCH003,2023
100358,David,miller  ,SCH001,2022
100359,Chris,Brown,SCH005,2022
100360,David,Wilson,SCH001,2022
100361,Daniel,Garcia,SCH002,2023
100362,Daniel,Smith,SCH001,2022
100363,  SARAH ,Wilson,SCH002,2022
100364,Maria,anderson  ,SCH005,2022
100365,David,Taylor,SCH005,2022
100366,James,Davis,SCH002,2021
100367,Michael,taylor  ,SCH005,2021
100368,Michael,Moore,SCH001,2023
100369,Sarah,Anderson,SCH001,2022
100370,Taylor,Wilson,SCH005,2022
100371,James,Davis,SCH002,2022
100372,James,Davis,,2022
100373,Daniel,Johnson,SCH004,2023
100374,Michael,garcia  ,SCH001,2023
100375,Ashley,Johnson,SCH005,2021
100376,Daniel,Taylor,SCH001,2023
100377,Ashley,Brown,SCH002,2022
100378,Taylor,Taylor,SCH004,2021
100379,James,Smith,SCH003,2021
100380,Daniel,garcia  ,SCH001,2021
100381,  EMILY ,Garcia,SCH004,2021
100382,  MARIA ,Johnson,SCH001,2021
100383,Maria,Anderson,SCH005,2023
100384,Sarah,Smith,SCH003,2021
100385,Taylor,Moore,SCH002,2023
100386,Daniel,Miller,SCH002,2022
100387,Maria,Smith,SCH003,2023
100388,Maria,Miller,SCH004,2022
100389,Maria,Johnson,SCH005,2022
100390,  MICHAEL ,Smith,,2021
100391,Sarah,Wilson,SCH001,2021
100392,Michael,Smith,SCH005,2023
100393,James,Johnson,SCH004,2023
100394,Ashley,Smith,SCH001,2023
100395,Taylor,Brown,SCH003,2021
100396,Taylor,Smith,SCH003,2021
100397,Michael,Garcia,SCH001,2022
100398,David,Miller,SCH004,2021
100399,James,Wilson,SCH004,2023
100400,Chris,Smith,SCH001,2022
100401,James,Miller,SCH004,2021
100402,Ashley,Miller,SCH004,2021
100403,Taylor,Davis,SCH001,2021
100404,James,moore  ,SCH004,2021
100405,James,Wilson,SCH004,2021
100406,David,Wilson,SCH005,2023
100407,Michael,Johnson,SCH003,2023
100408,Ashley,Smith,SCH004,2021
100409,Sarah,Smith,SCH002,2021
100410,Daniel,Wilson,SCH003,2023
100411,Emily,Wilson,SCH004,2021
100412,David,Anderson,SCH003,2022
100413,Emily,Miller,SCH005,2023
100414,Daniel,Davis,SCH005,2021
100415,Sarah,Wilson,SCH001,2021
100416,David,Smith,,2023
100417,Chris,anderson  ,SCH001,2022
100418,Chris,Moore,SCH005,2022
100419,Maria,Anderson,SCH004,2023
100420,Ashley,Johnson,SCH003,2021
100421,Taylor,Brown,,2023
100422,Michael,Miller,SCH004,2022
100423,David,Wilson,SCH001,2023
100424,Emily,Wilson,SCH004,2021
100425,Chris,Brown,SCH005,2022
100426,Emily,Moore,SCH001,2023
100427,James,Brown,SCH002,2022
100428,Sarah,Smith,SCH001,2021
100429,Ashley,Davis,SCH003,2021
100430,Chris,Miller,SCH002,2022
100431,Ashley,Brown,SCH003,2023
100432,Sarah,Wilson,SCH001,2022
100433,David,Davis,SCH002,2021
100434,David,Miller,SCH004,2022
100435,Daniel,anderson  ,SCH001,2023
100436,Sarah,Anderson,SCH001,2021
100437,Daniel,Anderson,SCH004,2022
100438,Emily,Miller,SCH003,2022
100439,Michael,Taylor,SCH005,2022
100440,Taylor,Taylor,SCH004,2022
100441,James,Garcia,,2022
100442,Sarah,Taylor,SCH003,2021
100443,Taylor,Taylor,SCH005,2021
100444,Sarah,Taylor,SCH004,2023
100445,Chris,Smith,SCH003,2021
100446,Michael,Wilson,SCH001,2023
100447,Chris,Smith,SCH002,2021
100448,Emily,Davis,SCH005,2022
100449,Ashley,Garcia,SCH004,2023
100450,Sarah,anderson  ,SCH001,2099
100451,Daniel,Taylor,SCH002,2023
100452,Ashley,Smith,SCH003,2023
100453,James,Garcia,SCH004,2023
100454,Taylor,Davis,,2022
100455,James,davis  ,SCH005,2022
100456,Daniel,Davis,SCH003,2022
100457,Sarah,wilson  ,SCH002,2021
100458,Ashley,Garcia,SCH001,2021
100459,Ashley,Brown,SCH003,2023
100460,Daniel,Wilson,SCH004,2023
100461,Sarah,Anderson,,2021
100462,Michael,Smith,SCH002,2023
100463,Chris,Miller,SCH002,2022
100464,Sarah,Moore,SCH004,2023
100465,  MARIA ,Anderson,SCH002,2021
100466,Chris,Taylor,SCH004,2021
100467,Taylor,Brown,SCH005,2022
100468,  SARAH ,Wilson,SCH003,2023
100469,Chris,Taylor,SCH005,2023
100470,Daniel,Davis,SCH005,2022
100471,Ashley,Moore,SCH002,2021
100472,Chris,Davis,SCH004,2023
100473,  CHRIS ,Brown,SCH003,2021
100474,Sarah,Miller,,2023
100475,Chris,Miller,SCH005,2022
100476,  SARAH ,Johnson,SCH001,2023
100477,Michael,Wilson,SCH003,2023
100478,David,miller  ,SCH005,2021
100479,Chris,Davis,SCH003,2023
100480,David,Smith,SCH001,2022
100481,Ashley,johnson  ,SCH005,2021
100482,Sarah,Moore,SCH004,2021
100483,Maria,Wilson,SCH004,2022
100484,Daniel,Moore,SCH005,2021
100485,Ashley,Johnson,SCH004,2022
100486,Sarah,Johnson,SCH001,2023
100487,Daniel,Smith,SCH001,2023
100488,Sarah,Johnson,SCH003,2022
100489,Emily,Taylor,SCH004,2021
100490,Ashley,Anderson,SCH001,2022
100491,David,Smith,SCH001,2023
100492,Daniel,Johnson,SCH003,2023
100493,Taylor,Smith,SCH001,2022
100494,David,Miller,SCH004,2021
100495,Sarah,Miller,SCH005,2023
100496,Emily,Davis,SCH002,2022
100497,Michael,Wilson,SCH005,2022
100498,Emily,Anderson,SCH003,2022
100499,Taylor,Garcia,SCH001,2021
100500,Daniel,Anderson,,2022
100501,Taylor,taylor  ,SCH002,2021
100502,James,Taylor,SCH002,2021
100503,Ashley,Johnson,SCH001,2022
100504,James,Taylor,SCH001,2022
100505,David,Smith,SCH005,2023
100506,Sarah,Miller,SCH003,2022
100507,Michael,Johnson,SCH002,2023
100508,Maria,Garcia,SCH004,2021
100509,Daniel,Wilson,SCH002,2023
100510,Daniel,Wilson,SCH003,2021
100511,David,Anderson,SCH003,2021
100512,Maria,Garcia,SCH002,2021
100513,Ashley,Taylor,,2022
100514,Daniel,Johnson,SCH003,2022
100515,Daniel,Smith,SCH001,2022
100516,Michael,Moore,SCH005,2021
100517,Emily,Johnson,SCH001,2023
100518,Sarah,Johnson,SCH003,2021
100519,James,Johnson,SCH001,2021
100520,Michael,Moore,SCH001,2021
100521,Sarah,Smith,SCH004,2022
100522,Daniel,Anderson,SCH004,2022
100523,Ashley,Smith,SCH002,2023
100524,Maria,Anderson,SCH002,2022
100525,James,Anderson,SCH003,2022
100526,David,Smith,SCH005,2021
100527,Taylor,Anderson,SCH003,2022
100528,Maria,Taylor,SCH005,2022
100529,Sarah,Davis,SCH002,2021
100530,Chris,Garcia,SCH005,2022
100531,David,Brown,SCH002,2021
100532,Michael,Garcia,SCH003,2023
100533,Daniel,Garcia,SCH005,2023
100534,Ashley,Miller,SCH001,2023
100535,Ashley,Anderson,SCH004,2023
100536,Ashley,Taylor,SCH005,2022
100537,Chris,johnson  ,SCH005,2022
100538,Emily,Anderson,SCH001,2023
100539,Daniel,Johnson,SCH002,2021
100540,James,Anderson,SCH002,2023
100541,Michael,Moore,SCH003,2023
100542,Sarah,Smith,SCH003,2023
100543,Taylor,Moore,SCH001,2021
100544,Ashley,Moore,SCH003,2022
100545,David,Davis,SCH005,2023
100546,Daniel,Garcia,SCH004,2021
100547,Chris,Smith,SCH005,2021
100548,James,Wilson,SCH003,2022
100549,Michael,Brown,SCH004,2021
100550,Ashley,Smith,SCH003,2021
100551,Taylor,Taylor,SCH004,2022
100552,David,Wilson,SCH002,2023
100553,Daniel,Miller,SCH002,2023
100554,Maria,Davis,SCH002,2023
100555,Michael,Johnson,SCH001,2022
100556,Chris,Davis,SCH001,2023
100557,  DANIEL ,Miller,SCH002,2023
100558,James,Taylor,SCH005,2022
100559,  MARIA ,Miller,SCH001,2021
100560,Emily,Garcia,SCH001,2022
100561,David,Brown,SCH001,2023
100562,Emily,Smith,SCH001,2023
100563,Ashley,Smith,SCH001,2022
100564,Maria,Smith,SCH005,2023
100565,Michael,Wilson,SCH001,2021
100566,Michael,Anderson,,2023
100567,Taylor,Garcia,SCH003,2023
100568,James,Moore,SCH004,2022
100569,Michael,Wilson,SCH003,2023
100570,Chris,Smith,SCH005,2023
100571,Michael,Anderson,SCH003,2021
100572,Taylor,Smith,SCH001,2022
100573,Daniel,Smith,SCH003,2023
100574,David,Moore,SCH001,2021
100575,Chris,Anderson,SCH001,2022
100576,Ashley,Davis,SCH003,2021
100577,Ashley,Garcia,,2023
100578,Ashley,wilson  ,SCH003,2023
100579,Daniel,Davis,SCH003,2021
100580,Maria,Anderson,SCH005,2022
100581,Chris,Taylor,SCH005,2022
100582,Maria,Anderson,SCH002,2023
100583,Daniel,Taylor,SCH004,2022
100584,Sarah,Taylor,SCH002,2023
100585,Michael,Johnson,SCH001,2023
100586,Sarah,Moore,SCH003,2021
100587,Ashley,Johnson,SCH001,2021
100588,Daniel,Brown,SCH005,2023
100589,Maria,anderson  ,SCH003,2023
100590,Maria,Wilson,SCH005,2021
100591,Michael,Johnson,SCH004,2021
100592,Chris,Anderson,SCH003,2022
100593,Taylor,Anderson,SCH003,2022
100594,Maria,Johnson,SCH002,2022
100595,Emily,Miller,SCH005,2021
100596,Emily,Brown,SCH004,2023
100597,Chris,Anderson,SCH001,2021
100598,Michael,Johnson,SCH005,2022
100599,Maria,Wilson,SCH005,2022
100600,Maria,Moore,SCH004,2021
100601,Maria,Davis,SCH002,2022
100602,Taylor,Smith,SCH002,2021
100603,Taylor,Miller,SCH005,2022
100604,Daniel,Moore,SCH003,2021
100605,Sarah,Wilson,SCH002,2023
100606,Maria,Brown,SCH002,2021
100607,  TAYLOR ,Moore,SCH002,2022
100608,Emily,Smith,SCH001,2022
100609,Emily,Wilson,SCH002,2022
100610,Emily,Johnson,SCH001,2021
100611,Emily,Smith,SCH001,2021
100612,James,Smith,SCH003,2022
100613,Michael,Davis,SCH002,2022
100614,James,Johnson,SCH003,2021
100615,David,Miller,SCH001,2021
100616,Sarah,Davis,SCH003,2023
100617,Taylor,Anderson,SCH004,2022
100618,  DAVID ,Davis,SCH004,2021
100619,Ashley,Miller,SCH003,2022
100620,David,Taylor,SCH004,2021
100621,  DANIEL ,Johnson,SCH002,2022
100622,Michael,Wilson,SCH003,2021
100623,Maria,Davis,SCH003,2022
100624,Emily,Brown,SCH003,2021
100625,  CHRIS ,Anderson,SCH005,2022
100626,Ashley,Smith,SCH004,2022
100627,James,Anderson,SCH004,2023
100628,David,Taylor,SCH004,2023
100629,Ashley,Miller,SCH002,2021
100630,Emily,Johnson,,2023
100631,Ashley,Davis,SCH004,2023
100632,Emily,Smith,SCH004,2022
100633,James,Taylor,SCH003,2023
100634,Chris,Garcia,SCH004,2021
100635,Chris,Miller,SCH004,2021
100636,Daniel,Davis,SCH003,2021
100637,David,Smith,SCH005,2023
100638,Ashley,Taylor,SCH004,2023
100639,Sarah,Moore,SCH005,2022
100640,Emily,Wilson,SCH004,2021
100641,James,miller  ,SCH004,2022
100642,Michael,Brown,SCH005,2021
100643,David,Garcia,SCH004,2021
100644,Michael,davis  ,SCH005,2022
100645,Emily,Smith,SCH004,2023
100646,Daniel,Brown,SCH001,2021
100647,Daniel,Anderson,SCH004,2023
100648,Maria,Johnson,SCH005,2022
100649,Chris,Taylor,SCH005,2023
100650,Chris,Taylor,SCH003,2022
100651,Michael,Wilson,SCH004,2022
100652,James,Miller,SCH002,2021
100653,Michael,Miller,SCH003,2023
100654,Michael,miller  ,SCH004,2021
100655,Sarah,Garcia,SCH003,2023
100656,Daniel,Taylor,SCH002,2021
100657,Ashley,Anderson,SCH005,2023
100658,Maria,Johnson,SCH005,2022
100659,Taylor,Miller,SCH002,2022
100660,Chris,Davis,SCH003,2023
100661,Chris,Davis,SCH001,2021
100662,Daniel,Miller,,2023
100663,Chris,Anderson,SCH001,2023
100664,Chris,Taylor,SCH003,2023
100665,David,Miller,SCH004,2023
100666,James,Moore,SCH002,2023
100667,Michael,Moore,SCH002,2023
100668,David,Brown,SCH004,2023
100669,Daniel,Smith,SCH002,2022
100670,Maria,Wilson,SCH001,2022
100671,Emily,Anderson,SCH005,2022
100672,Chris,Smith,SCH002,2021
100673,Sarah,Anderson,SCH002,2022
100674,Ashley,Anderson,SCH002,2023
100675,Taylor,Wilson,SCH001,2022
100676,Michael,Taylor,SCH002,2023
100677,Maria,Brown,SCH005,2023
100678,James,Moore,SCH004,2021
100679,James,smith  ,SCH003,2022
100680,Maria,Miller,SCH001,2023
100681,Michael,Smith,SCH003,2023
100682,  ASHLEY ,Moore,SCH004,2021
100683,Michael,Johnson,SCH002,2023
100684,Taylor,Taylor,SCH004,2023
100685,James,Moore,SCH002,2023
100686,Emily,Taylor,SCH004,2021
100687,Chris,Wilson,SCH003,2023
100688,Ashley,anderson  ,SCH001,2022
100689,Michael,moore  ,SCH001,2022
100690,Maria,Smith,SCH004,2022
100691,Emily,Smith,SCH001,2023
100692,Daniel,Davis,SCH004,2023
100693,Maria,Miller,SCH002,2023
100694,Michael,Garcia,SCH003,2023
100695,Michael,Smith,SCH004,2022
100696,Daniel,Wilson,SCH003,2021
100697,Taylor,Taylor,SCH004,2021
100698,  MICHAEL ,Smith,SCH003,2021
100699,Maria,Moore,SCH002,2022
100700,James,Miller,SCH001,2022
100701,Michael,Johnson,SCH001,2022
100702,Emily,Davis,SCH003,2022
100703,Maria,Brown,SCH003,2022
100704,Michael,Smith,SCH004,2021
100705,Taylor,Miller,SCH001,2021
100706,Michael,Davis,SCH004,2022
100707,Emily,Johnson,SCH004,2023
100708,Sarah,Davis,SCH001,2021
100709,Maria,Davis,SCH002,2023
100710,Daniel,Smith,SCH005,2023
100711,Sarah,Brown,SCH004,2023
100712,Daniel,Anderson,SCH001,2023
